,prm,res
1531,"[-0.433, 0.307, -0.108, -0.252, -0.8, 4204.0, 1969.0, 2.299999999999999, 3.029999999999999, 0.5859999999999991]",280.71588116431565
1532,"[-0.437, 0.307, -0.10400000000000001, -0.248, -0.8, 4142.0, 1962.0, 2.299999999999999, 3.02, 0.5859999999999991]",369.6258529252023
1533,"[-0.436, 0.307, -0.114, -0.248, -0.8, 4208.0, 1967.0, 2.299999999999999, 3.029999999999999, 0.5859999999999991]",276.5884621692952
1534,"[-0.436, 0.307, -0.098, -0.248, -0.8, 4157.0, 1967.0, 2.299999999999999, 3.089999999999999, 0.5849999999999991]",290.05449452754607
1535,"[-0.438, 0.307, -0.10299999999999901, -0.251, -0.8, 4299.0, 1962.0, 2.089999999999999, 3.029999999999999, 0.5859999999999991]",395.0149642601445
1536,"[-0.438, 0.307, -0.106, -0.249, -0.8, 4311.0, 1965.0, 2.299999999999999, 3.029999999999999, 0.5859999999999991]",221.8430464823264
1537,"[-0.437, 0.307, -0.10299999999999901, -0.24399999999999902, -0.8, 4142.0, 1966.0, 2.299999999999999, 3.08, 0.5869999999999991]",320.28055892135137
1538,"[-0.437, 0.307, -0.105, -0.249, -0.8, 4159.0, 1966.0, 2.31, 3.08, 0.5859999999999991]",278.55100581661475
1539,"[-0.435, 0.307, -0.09299999999999901, -0.249, -0.8, 4137.0, 1998.0, 2.299999999999999, 3.049999999999999, 0.5869999999999991]",307.47897628582393
1540,"[-0.438, 0.307, -0.101, -0.247, -0.8, 4162.0, 1963.0, 2.299999999999999, 3.06, 0.5859999999999991]",275.18634435522506
1541,"[-0.438, 0.307, -0.10299999999999901, -0.248, -0.8, 4148.0, 1968.0, 2.33, 3.08, 0.5869999999999991]",396.48266904596
1542,"[-0.438, 0.307, -0.106, -0.248, -0.8, 4162.0, 1962.0, 2.299999999999999, 3.049999999999999, 0.5859999999999991]",285.70035041658076
1543,"[-0.437, 0.307, -0.10299999999999901, -0.246, -0.8, 4186.0, 1965.0, 2.299999999999999, 3.04, 0.5869999999999991]",279.5615401966215
1544,"[-0.436, 0.307, -0.078, -0.248, -0.8, 4158.0, 1964.0, 2.299999999999999, 3.049999999999999, 0.5859999999999991]",294.7870525255591
1545,"[-0.437, 0.307, -0.105, -0.249, -0.8, 4152.0, 1964.0, 2.299999999999999, 3.04, 0.5859999999999991]",311.2652840892202
1546,"[-0.437, 0.307, -0.101, -0.251, -0.8, 4351.0, 1913.0, 2.299999999999999, 3.029999999999999, 0.5859999999999991]",195.7021520760327
1547,"[-0.437, 0.307, -0.099, -0.245, -0.8, 4140.0, 1964.0, 2.299999999999999, 3.04, 0.5859999999999991]",325.0441695559636
1548,"[-0.437, 0.307, -0.14899999999999902, -0.23799999999999902, -0.8, 4066.0, 1967.0, 2.33, 3.06, 0.5859999999999991]",377.58970006746915
1549,"[-0.438, 0.307, -0.112, -0.249, -0.8, 4171.0, 1963.0, 2.299999999999999, 3.049999999999999, 0.5859999999999991]",277.30682368362017
1550,"[-0.436, 0.307, -0.1, -0.249, -0.8, 3983.0, 1965.0, 2.27, 3.069999999999999, 0.5859999999999991]",476.9791619966749
1551,"[-0.438, 0.307, -0.108, -0.249, -0.8, 4169.0, 1963.0, 2.299999999999999, 3.04, 0.5849999999999991]",396.56460225102796
1552,"[-0.438, 0.307, -0.112, -0.251, -0.8, 4190.0, 1967.0, 2.299999999999999, 3.089999999999999, 0.5849999999999991]",256.42433596748987
1553,"[-0.437, 0.307, -0.1, -0.248, -0.8, 4168.0, 1967.0, 2.299999999999999, 3.029999999999999, 0.5859999999999991]",315.18460171721534
1554,"[-0.437, 0.307, -0.10199999999999901, -0.249, -0.8, 4288.0, 1978.0, 2.299999999999999, 3.029999999999999, 0.5859999999999991]",233.24562631147563
1555,"[-0.438, 0.307, -0.105, -0.249, -0.8, 4158.0, 1963.0, 2.299999999999999, 3.069999999999999, 0.5849999999999991]",326.7793527424534
1556,"[-0.438, 0.307, -0.106, -0.248, -0.8, 4248.0, 1963.0, 2.299999999999999, 3.029999999999999, 0.5859999999999991]",248.7009582787426
1557,"[-0.438, 0.307, -0.10299999999999901, -0.251, -0.8, 4299.0, 1962.0, 2.299999999999999, 3.029999999999999, 0.5859999999999991]",223.6185722945437
1558,"[-0.437, 0.307, -0.101, -0.249, -0.8, 4157.0, 1966.0, 2.299999999999999, 3.08, 0.5849999999999991]",306.98230371567536
1559,"[-0.438, 0.307, -0.1, -0.249, -0.8, 4169.0, 1964.0, 2.299999999999999, 3.029999999999999, 0.5859999999999991]",314.1815625417858
1560,"[-0.438, 0.307, -0.105, -0.246, -0.8, 4192.0, 1962.0, 2.299999999999999, 3.02, 0.5859999999999991]",311.07324373066865
1561,"[-0.436, 0.307, -0.112, -0.319, -0.8, 4236.0, 1967.0, 2.299999999999999, 3.029999999999999, 0.5859999999999991]",248.7847671906732
1562,"[-0.438, 0.307, -0.10199999999999901, -0.247, -0.8, 4153.0, 1963.0, 2.299999999999999, 3.06, 0.5849999999999991]",359.27547533495846
1563,"[-0.437, 0.307, -0.10400000000000001, -0.248, -0.8, 4142.0, 1962.0, 2.299999999999999, 3.06, 0.5849999999999991]",375.2255382715869
1564,"[-0.438, 0.307, -0.105, -0.248, -0.8, 4161.0, 1965.0, 2.299999999999999, 3.049999999999999, 0.5849999999999991]",375.9118692070425
1565,"[-0.437, 0.307, -0.108, -0.252, -0.8, 4263.0, 1972.0, 2.299999999999999, 3.029999999999999, 0.5849999999999991]",301.9742751462995
1566,"[-0.438, 0.307, -0.105, -0.249, -0.8, 4146.0, 1966.0, 2.31, 3.08, 0.5859999999999991]",284.5499086178073
1567,"[-0.437, 0.307, -0.10199999999999901, -0.25, -0.8, 4300.0, 1976.0, 2.299999999999999, 3.029999999999999, 0.5859999999999991]",228.29847502961832
1568,"[-0.438, 0.307, -0.09299999999999901, -0.251, -0.8, 4245.0, 1967.0, 2.299999999999999, 3.029999999999999, 0.5859999999999991]",251.50318746850886
1569,"[-0.437, 0.307, -0.121, -0.253, -0.8, 4205.0, 1964.0, 2.299999999999999, 3.089999999999999, 0.5849999999999991]",243.46491645452494
1570,"[-0.437, 0.307, -0.113, -0.249, -0.8, 4228.0, 1966.0, 2.299999999999999, 3.029999999999999, 0.5859999999999991]",261.33132171265726
1571,"[-0.436, 0.307, -0.10299999999999901, -0.25, -0.8, 4302.0, 1881.0, 2.299999999999999, 3.029999999999999, 0.5859999999999991]",211.02790021649307
1572,"[-0.438, 0.307, -0.106, -0.249, -0.8, 4311.0, 1963.0, 2.299999999999999, 3.029999999999999, 0.5859999999999991]",221.14866304381528
1573,"[-0.42799999999999905, 0.307, -0.117, -0.253, -0.8, 4234.0, 1965.0, 2.299999999999999, 3.029999999999999, 0.5849999999999991]",338.07515951272626
1574,"[-0.42299999999999904, 0.307, -0.106, -0.248, -0.8, 4671.0, 1964.0, 2.299999999999999, 3.029999999999999, 0.5859999999999991]",472.21253532682624
1575,"[-0.438, 0.307, -0.10299999999999901, -0.251, -0.8, 4295.0, 1962.0, 2.299999999999999, 3.029999999999999, 0.5859999999999991]",225.02609581431386
1576,"[-0.438, 0.307, -0.09299999999999901, -0.251, -0.8, 4222.0, 1967.0, 2.299999999999999, 3.029999999999999, 0.5859999999999991]",267.47264140385084
1577,"[-0.438, 0.307, -0.108, -0.25, -0.8, 4195.0, 1963.0, 2.299999999999999, 3.029999999999999, 0.5859999999999991]",287.6689959152364
1578,"[-0.438, 0.307, -0.10299999999999901, -0.247, -0.8, 4162.0, 1966.0, 2.299999999999999, 3.009999999999999, 0.5859999999999991]",371.09464956411966
1579,"[-0.436, 0.307, -0.10199999999999901, -0.251, -0.8, 4351.0, 1957.0, 2.299999999999999, 3.029999999999999, 0.5859999999999991]",211.01545648515116
1580,"[-0.437, 0.307, -0.10199999999999901, -0.25, -0.8, 4301.0, 1974.0, 2.299999999999999, 3.029999999999999, 0.5859999999999991]",227.31654638617502
1581,"[-0.438, 0.307, -0.08999999999999901, -0.251, -0.8, 4190.0, 1967.0, 2.299999999999999, 3.089999999999999, 0.5849999999999991]",260.45972280899235
1582,"[-0.437, 0.307, -0.11799999999999901, -0.253, -0.8, 4227.0, 1964.0, 2.299999999999999, 3.029999999999999, 0.5849999999999991]",345.4090105950006
1583,"[-0.438, 0.307, -0.094, -0.25, -0.8, 4188.0, 1967.0, 2.299999999999999, 3.029999999999999, 0.5859999999999991]",296.2464215513702
1584,"[-0.437, 0.307, -0.101, -0.251, -0.8, 4332.0, 1969.0, 2.299999999999999, 3.029999999999999, 0.5859999999999991]",218.12897215203557
1585,"[-0.438, 0.307, -0.107, -0.247, -0.8, 4195.0, 1963.0, 2.299999999999999, 3.029999999999999, 0.5859999999999991]",288.11815959180655
1586,"[-0.438, 0.307, -0.101, -0.248, -0.8, 4164.0, 1965.0, 2.299999999999999, 3.029999999999999, 0.5859999999999991]",319.1299088270772
1587,"[-0.438, 0.307, -0.112, -0.251, -0.8, 4158.0, 1963.0, 2.299999999999999, 3.0, 0.5859999999999991]",407.3480811782393
1588,"[-0.438, 0.307, -0.105, -0.249, -0.8, 4161.0, 1963.0, 2.299999999999999, 3.069999999999999, 0.5849999999999991]",323.0763138091672
1589,"[-0.438, 0.307, -0.116, -0.24199999999999902, -0.8, 4122.0, 1964.0, 2.319999999999999, 3.06, 0.5849999999999991]",392.68580881052293
1590,"[-0.438, 0.307, -0.065, -0.248, -0.8, 4162.0, 1962.0, 2.299999999999999, 3.049999999999999, 0.5859999999999991]",293.4532784584936
1591,"[-0.438, 0.307, -0.09299999999999901, -0.251, -0.8, 4222.0, 1967.0, 2.29, 3.029999999999999, 0.5859999999999991]",262.12220552821304
1592,"[-0.41899999999999904, 0.307, -0.10299999999999901, -0.249, -0.8, 4146.0, 1964.0, 2.299999999999999, 3.04, 0.5859999999999991]",322.7648353295816
1593,"[-0.438, 0.307, -0.107, -0.25, -0.8, 4190.0, 1967.0, 2.299999999999999, 3.089999999999999, 0.5849999999999991]",257.3211912944459
1594,"[-0.437, 0.307, -0.12, -0.252, -0.8, 4205.0, 1964.0, 2.299999999999999, 3.029999999999999, 0.5849999999999991]",374.7935800933223
1595,"[-0.436, 0.307, -0.10199999999999901, -0.251, -0.8, 4301.0, 1974.0, 2.299999999999999, 3.029999999999999, 0.5859999999999991]",226.95272966634744
1596,"[-0.438, 0.307, -0.106, -0.248, -0.8, 4166.0, 1967.0, 2.299999999999999, 3.029999999999999, 0.5799999999999991]",2414.016401254994
1597,"[-0.438, 0.307, -0.10299999999999901, -0.248, -0.8, 4163.0, 1966.0, 2.299999999999999, 3.049999999999999, 0.5849999999999991]",373.22457590432464
1598,"[-0.463, 0.307, -0.105, -0.249, -0.8, 4164.0, 1965.0, 2.299999999999999, 3.04, 0.5859999999999991]",293.3310695058906
1599,"[-0.438, 0.307, -0.10199999999999901, -0.252, -0.8, 4163.0, 1963.0, 2.24, 3.089999999999999, 0.5849999999999991]",297.33208208776847
1600,"[-0.438, 0.307, -0.10400000000000001, -0.249, -0.8, 4131.0, 1965.0, 2.299999999999999, 2.569999999999999, 0.5849999999999991]",6728.548638659617
1601,"[-0.437, 0.307, -0.10299999999999901, -0.248, -0.8, 4154.0, 1966.0, 2.31, 3.08, 0.5859999999999991]",281.41526263094124
1602,"[-0.437, 0.307, -0.14999999999999902, -0.248, -0.8, 4157.0, 1966.0, 2.31, 3.089999999999999, 0.5859999999999991]",278.8797995382145
1603,"[-0.437, 0.307, -0.105, -0.249, -0.8, 4144.0, 1962.0, 2.299999999999999, 3.02, 0.5859999999999991]",366.92221467221685
1604,"[-0.438, 0.307, -0.109, -0.251, -0.8, 4177.0, 1967.0, 2.299999999999999, 3.049999999999999, 0.5849999999999991]",352.5877699354066
1605,"[-0.438, 0.307, -0.10299999999999901, -0.248, -0.8, 4161.0, 1966.0, 2.299999999999999, 3.02, 0.5849999999999991]",485.6494461184333
1606,"[-0.448, 0.307, -0.099, -0.24199999999999902, -0.8, 4174.0, 1965.0, 2.299999999999999, 3.029999999999999, 0.5859999999999991]",307.14234100020894
1607,"[-0.438, 0.307, -0.106, -0.249, -0.8, 4311.0, 1963.0, 2.31, 3.029999999999999, 0.5859999999999991]",233.8866555559486
1608,"[-0.443, 0.307, -0.105, -0.249, -0.8, 4159.0, 1963.0, 2.299999999999999, 3.06, 0.5849999999999991]",349.38835596036085
1609,"[-0.438, 0.307, -0.10400000000000001, -0.251, -0.8, 4327.0, 1964.0, 2.299999999999999, 3.029999999999999, 0.5849999999999991]",242.8735489891567
1610,"[-0.442, 0.307, -0.10199999999999901, -0.251, -0.8, 4301.0, 1974.0, 2.299999999999999, 3.029999999999999, 0.5859999999999991]",226.4305963173492
1611,"[-0.438, 0.307, -0.095, -0.223, -0.8, 4266.0, 1965.0, 2.299999999999999, 3.029999999999999, 0.5859999999999991]",248.90738471657582
1612,"[-0.436, 0.307, -0.10299999999999901, -0.251, -0.8, 4317.0, 1902.0, 2.299999999999999, 3.029999999999999, 0.5859999999999991]",204.55550480189325
1613,"[-0.438, 0.307, -0.09299999999999901, -0.251, -0.8, 4222.0, 1967.0, 2.299999999999999, 3.089999999999999, 0.5849999999999991]",235.49451531263628
1614,"[-0.438, 0.307, -0.105, -0.25, -0.8, 4319.0, 1964.0, 2.299999999999999, 3.029999999999999, 0.5859999999999991]",219.09083678242413
1615,"[-0.438, 0.307, -0.106, -0.248, -0.8, 4269.0, 1962.0, 2.299999999999999, 3.029999999999999, 0.5859999999999991]",237.0676876036338
1616,"[-0.438, 0.307, -0.108, -0.25, -0.8, 4195.0, 1963.0, 1.62, 3.029999999999999, 0.5859999999999991]",4327.89348865592
1617,"[-0.435, 0.307, -0.10299999999999901, -0.248, -0.8, 4158.0, 1965.0, 2.299999999999999, 3.009999999999999, 0.5859999999999991]",377.4351358835283
1618,"[-0.432, 0.307, -0.114, -0.25, -0.8, 4242.0, 1963.0, 2.299999999999999, 3.029999999999999, 0.5849999999999991]",327.79061376411335
1619,"[-0.437, 0.307, -0.108, -0.252, -0.8, 4263.0, 1972.0, 2.319999999999999, 3.029999999999999, 0.5859999999999991]",262.9508907765862
1620,"[-0.437, 0.307, -0.111, -0.25, -0.8, 4252.0, 1955.0, 2.299999999999999, 3.029999999999999, 0.5859999999999991]",244.35318675818746
1621,"[-0.622, 0.307, -0.10199999999999901, -0.251, -0.8, 4318.0, 1971.0, 2.299999999999999, 3.029999999999999, 0.5859999999999991]",219.4721909365419
1622,"[-0.437, 0.307, -0.11799999999999901, -0.253, -0.8, 4227.0, 1964.0, 2.299999999999999, 3.029999999999999, 0.5859999999999991]",260.49529444659566
1623,"[-0.437, 0.307, -0.115, -0.253, -0.8, 4242.0, 1947.0, 2.299999999999999, 3.029999999999999, 0.5849999999999991]",331.7141429491257
1624,"[-0.437, 0.307, -0.106, -0.255, -0.8, 4278.0, 1970.0, 1.889999999999999, 3.029999999999999, 0.5859999999999991]",1378.511857064481
1625,"[-0.437, 0.307, -1.0, -0.253, -0.8, 4205.0, 1964.0, 2.299999999999999, 3.089999999999999, 0.5849999999999991]",496.8883599581629
1626,"[-0.437, 0.307, -0.111, -0.25, -0.8, 4248.0, 1966.0, 2.299999999999999, 3.029999999999999, 0.5859999999999991]",248.39480948438063
1627,"[-0.438, 0.307, -0.112, -0.25, -0.8, 4206.0, 1965.0, 2.299999999999999, 3.029999999999999, 0.5859999999999991]",277.68716084903866
1628,"[-0.438, 0.307, -0.10299999999999901, -0.251, -0.8, 4299.0, 1962.0, 2.299999999999999, 2.96, 0.5859999999999991]",362.517429309512
1629,"[-0.438, 0.307, -0.109, -0.264, -0.8, 4203.0, 1963.0, 2.299999999999999, 3.029999999999999, 0.5859999999999991]",279.2651999926679
1630,"[-0.438, 0.307, -0.105, -0.25, -0.8, 4281.0, 1962.0, 2.299999999999999, 3.029999999999999, 0.5859999999999991]",230.89889676019897
1631,"[-0.437, 0.307, -0.101, -0.25, -0.8, 4351.0, 1969.0, 2.299999999999999, 3.029999999999999, 0.5859999999999991]",216.93008090841488
1632,"[-0.438, 0.307, -0.095, -0.265, -0.8, 4199.0, 1973.0, 2.299999999999999, 3.069999999999999, 0.5849999999999991]",282.37733979461206
1633,"[-0.438, 0.307, -0.11, -0.251, -0.8, 4232.0, 1963.0, 2.299999999999999, 3.06, 0.5849999999999991]",266.04402893641833
1634,"[-0.436, 0.307, -0.10299999999999901, -0.25, -0.8, 4302.0, 1881.0, 2.299999999999999, 3.02, 0.5859999999999991]",223.0478085662811
1635,"[-0.437, 0.307, -0.111, -0.25, -0.8, 4252.0, 1966.0, 2.299999999999999, 3.029999999999999, 0.5859999999999991]",246.07069597517457
1636,"[-0.437, 0.307, -0.10400000000000001, -0.25, -0.8, 4287.0, 1941.0, 2.299999999999999, 3.029999999999999, 0.5859999999999991]",223.95268972222226
1637,"[-0.438, 0.307, -0.107, -0.247, -0.8, 4195.0, 1963.0, 2.299999999999999, 3.029999999999999, 0.5849999999999991]",391.31817459307115
1638,"[-0.437, 0.307, -0.101, -0.251, -0.8, 4335.0, 1969.0, 2.299999999999999, 3.029999999999999, 0.5859999999999991]",217.71754059585834
1639,"[-0.438, 0.307, -0.10299999999999901, -0.251, -0.8, 4297.0, 1964.0, 2.299999999999999, 3.029999999999999, 0.5859999999999991]",224.88791698300955
1640,"[-0.438, 0.307, -0.10199999999999901, -0.247, -0.8, 4153.0, 1963.0, 2.299999999999999, 3.06, 0.5859999999999991]",281.79688696987637
1641,"[-0.435, 0.307, -0.10299999999999901, -0.248, -0.8, 4151.0, 1963.0, 2.299999999999999, 3.049999999999999, 0.5849999999999991]",392.9481198122154
1642,"[-0.437, 0.307, -0.101, -0.251, -0.8, 4351.0, 1913.0, 2.299999999999999, 3.029999999999999, 0.5859999999999991]",195.7021520760327
1643,"[-0.437, 0.307, -0.101, -0.251, -0.8, 4351.0, 1913.0, 2.299999999999999, 3.029999999999999, 0.5859999999999991]",195.7021520760327
1644,"[0.231, 0.307, 2.608, 0.8689999999999991, -0.8, 4976.0, 2479.0, 5.74, 1.04, 0.558]",40814.391729195566
1645,"[-0.276, 0.307, -0.544, 0.502, -0.8, 3739.0, 2714.0, 7.929999999999999, 1.98, 0.7009999999999991]",985298.5413203232
1646,"[-0.643, 0.307, -0.562, 0.891, -0.8, 3712.0, 2186.0, 7.37, 3.589999999999999, 0.5999999999999991]",282990.96297234105
1647,"[0.07499999999999901, 0.307, 2.435999999999999, 0.14299999999999902, -0.8, 4076.0, 3053.0, 1.909999999999999, 0.87, 0.517]",306814.886439923
1648,"[1.534, 0.307, -0.544, 0.794, -0.8, 3901.0, 2267.0, 8.419999999999998, 4.389999999999999, 0.6999999999999991]",1942535.0649792922
1649,"[-0.898, 0.307, 4.134999999999999, 0.682, -0.8, 4570.0, 1030.0, 2.129999999999999, 5.12, 0.554]",36263.34397065787
1650,"[0.76, 0.307, -0.804, 0.936, -0.8, 4312.0, 2302.0, 3.939999999999999, 1.33, 0.616999999999999]",51029.90343727401
1651,"[0.448, 0.307, 2.073, 0.7129999999999991, -0.8, 3199.0, 1320.0, 5.66, 2.99, 0.7319999999999991]",925792.6654095736
1652,"[4.932, 0.307, 2.599, 0.921, -0.8, 4406.0, 3047.0, 7.48, 2.299999999999999, 0.554]",41675.531655786166
1653,"[2.798999999999999, 0.307, -0.25, 0.008999999999999, -0.8, 4366.0, 3087.0, 5.74, 3.859999999999999, 0.7409999999999991]",1738829.7646407667
1654,"[-0.637, 0.307, 0.266, -0.133, -0.8, 4801.0, 1513.0, 4.299999999999999, 4.759999999999999, 0.506]",318607.2978862723
1655,"[4.652999999999999, 0.307, 1.368, -0.187, -0.8, 3128.0, 1074.0, 3.399999999999999, 6.559999999999999, 0.6119999999999991]",376279.19516460784
1656,"[2.339, 0.307, 4.150999999999999, 0.6939999999999991, -0.8, 3827.0, 1585.0, 8.08, 2.87, 0.636]",432978.43039919273
1657,"[3.814999999999999, 0.307, 3.444999999999999, -0.466, -0.8, 3934.0, 1122.0, 4.5, 5.19, 0.666]",903701.5922574446
1658,"[-0.249, 0.307, 4.059, -0.442, -0.8, 4869.0, 1707.0, 3.98, 6.96, 0.639]",847167.4637998554
1659,"[-0.258, 0.307, 4.519, 0.641, -0.8, 4071.0, 2185.0, 1.649999999999999, 1.83, 0.5729999999999991]",87987.0855783471
1660,"[1.81, 0.307, 4.333, -0.31, -0.8, 3180.0, 2713.0, 9.73, 6.99, 0.562]",73642.78445075585
1661,"[4.543999999999999, 0.307, 3.197, -0.35299999999999904, -0.8, 3984.0, 1897.0, 0.08999999999999901, 9.72, 0.622]",384206.8232401175
1662,"[4.251999999999999, 0.307, 2.254999999999999, 0.908, -0.8, 3380.0, 1662.0, 7.21, 1.28, 0.539]",173711.51451395632
1663,"[-0.027, 0.307, 0.42999999999999905, -0.065, -0.8, 3692.0, 1104.0, 7.509999999999999, 0.059999999999999006, 0.659]",192966.57153847205
1664,"[2.346, 0.307, 3.379999999999999, 0.997, -0.8, 3333.0, 1711.0, 4.29, 8.87, 0.538]",90046.55418340488
1665,"[-0.137, 0.307, 3.722999999999999, -0.48399999999999904, -0.8, 4244.0, 1661.0, 2.04, 1.49, 0.528]",297721.58234947524
1666,"[4.687, 0.307, 0.6149999999999991, 0.48999999999999905, -0.8, 4992.0, 1499.0, 9.919999999999998, 9.919999999999998, 0.686]",1910081.67497136
1667,"[3.560999999999999, 0.307, 4.812, 0.891, -0.8, 4080.0, 2502.0, 3.529999999999999, 2.04, 0.543]",127736.3680711619
1668,"[3.157999999999999, 0.307, 1.766999999999999, 0.901, -0.8, 4355.0, 1022.0, 8.05, 1.679999999999999, 0.6109999999999991]",163764.1254120502
1669,"[2.927, 0.307, 3.721, -0.43099999999999905, -0.8, 4027.0, 2564.0, 5.059999999999999, 8.57, 0.7389999999999991]",2707095.5486565772
1670,"[-0.46899999999999903, 0.307, 0.051999999999999005, 0.097, -0.8, 4556.0, 1200.0, 0.1, 4.089999999999999, 0.641]",95286.73603707326
1671,"[3.427999999999999, 0.307, 0.512, 0.109, -0.8, 3709.0, 2102.0, 3.47, 4.679999999999999, 0.6969999999999991]",1026616.652466856
1672,"[2.496, 0.307, 4.027, 0.893, -0.8, 4678.0, 1592.0, 4.719999999999999, 1.04, 0.535]",189005.84313141395
1673,"[-0.396, 0.307, 0.28299999999999903, 0.012, -0.8, 3879.0, 3082.0, 4.78, 0.34999999999999903, 0.5629999999999991]",95561.54537775597
1674,"[-0.331, 0.307, 4.819, 0.17699999999999902, -0.8, 4015.0, 3100.0, 4.259999999999999, 0.81, 0.67]",134433.27596251332
1675,"[-0.6909999999999991, 0.307, 1.218, 0.909, -0.8, 4516.0, 1877.0, 8.13, 9.45, 0.5759999999999991]",246755.38645253293
1676,"[0.908, 0.307, 0.533, 0.896, -0.8, 4746.0, 2270.0, 0.17, 6.879999999999999, 0.654]",586330.2281244416
1677,"[-0.5739999999999991, 0.307, 0.535, 0.516, -0.8, 4753.0, 2470.0, 9.69, 6.179999999999999, 0.5639999999999991]",117778.35317951294
1678,"[0.29999999999999905, 0.307, -0.084, -0.136, -0.8, 4062.0, 2971.0, 9.61, 8.36, 0.539]",23843.718737986535
1679,"[3.536, 0.307, 0.47599999999999903, 0.681, -0.8, 4799.0, 2171.0, 3.46, 7.429999999999999, 0.5709999999999991]",123512.57588124514
1680,"[0.6119999999999991, 0.307, -0.791, -0.318, -0.8, 4381.0, 2203.0, 1.62, 6.759999999999999, 0.523]",124170.72190630708
1681,"[0.6879999999999991, 0.307, 4.011999999999999, 0.155, -0.8, 4397.0, 2646.0, 2.04, 0.14, 0.52]",324205.9436938075
1682,"[3.508, 0.307, 3.077999999999999, 0.312, -0.8, 3492.0, 2254.0, 4.139999999999999, 4.099999999999999, 0.5889999999999991]",84168.05568308041
1683,"[1.516, 0.307, 3.645, -0.325, -0.8, 3662.0, 1506.0, 7.879999999999999, 0.8299999999999991, 0.681]",412476.6569163667
1684,"[2.075, 0.307, 1.342, 0.41199999999999903, -0.8, 4266.0, 2865.0, 9.27, 7.12, 0.513]",183749.2875205245
1685,"[1.859, 0.307, -0.10299999999999901, -0.126, -0.8, 3121.0, 2154.0, 1.37, 4.08, 0.637]",113632.83097757093
1686,"[0.387, 0.307, 3.236, -0.278, -0.8, 4705.0, 2770.0, 4.969999999999999, 7.16, 0.7129999999999991]",2450792.438247454
1687,"[2.744, 0.307, 3.591, -0.09299999999999901, -0.8, 4545.0, 1098.0, 3.439999999999999, 8.63, 0.623]",678288.5366620981
1688,"[3.511, 0.307, 3.27, -0.221, -0.8, 3715.0, 2312.0, 3.81, 2.33, 0.7049999999999991]",323529.76152659627
1689,"[4.801, 0.307, 1.919, 0.654, -0.8, 3841.0, 1361.0, 3.5, 8.32, 0.5699999999999991]",126602.87419891833
1690,"[1.196, 0.307, 2.394, -0.34999999999999903, -0.8, 4047.0, 2409.0, 2.299999999999999, 9.2, 0.503]",380460.21989539155
1691,"[3.043, 0.307, 3.520999999999999, -0.48699999999999904, -0.8, 3165.0, 2443.0, 9.4, 0.08999999999999901, 0.532]",208932.36102267573
1692,"[0.7159999999999991, 0.307, 3.541999999999999, -0.036999999999999006, -0.8, 4625.0, 3093.0, 0.5, 9.54, 0.7119999999999991]",1212995.221032684
1693,"[1.833, 0.307, 0.9469999999999991, 0.8289999999999991, -0.8, 3636.0, 2600.0, 2.95, 6.9, 0.5679999999999991]",67576.78296787468
1694,"[4.597999999999999, 0.307, 4.937999999999999, 0.11, -0.8, 3958.0, 1538.0, 3.39, 8.52, 0.63]",615761.8821330653
1695,"[3.749, 0.307, 0.024, 0.526, -0.8, 4686.0, 1818.0, 1.51, 1.669999999999999, 0.506]",345248.7830391996
1696,"[1.86, 0.307, 2.827, -0.29799999999999904, -0.8, 3814.0, 1091.0, 0.19, 3.299999999999999, 0.5779999999999991]",91395.65687866825
1697,"[2.666999999999999, 0.307, 0.502, -0.42299999999999904, -0.8, 3631.0, 1758.0, 6.019999999999999, 2.87, 0.5939999999999991]",88110.16730329506
1698,"[-0.621, 0.307, 3.411999999999999, -0.276, -0.8, 4332.0, 2173.0, 5.299999999999999, 8.87, 0.7359999999999991]",3181676.3650437724
1699,"[4.429, 0.307, 3.724, -0.46899999999999903, -0.8, 4561.0, 1805.0, 1.11, 4.769999999999999, 0.5799999999999991]",46110.067129450195
1700,"[-0.058999999999999005, 0.307, 4.155, 0.761, -0.8, 3179.0, 1354.0, 2.83, 2.319999999999999, 0.7279999999999991]",191521.21659333055
1701,"[2.958, 0.307, -0.454, 0.801, -0.8, 4988.0, 1633.0, 5.36, 1.76, 0.547]",64403.02918282696
1702,"[4.298, 0.307, 0.8359999999999991, 0.669, -0.8, 4273.0, 1002.0, 5.009999999999999, 4.929999999999999, 0.7359999999999991]",1691052.8972524335
1703,"[3.504, 0.307, 0.13, 0.253, -0.8, 3508.0, 3196.0, 5.49, 9.49, 0.624]",752210.2576907427
1704,"[3.636, 0.307, 3.382, -0.262, -0.8, 3970.0, 2673.0, 1.98, 2.169999999999999, 0.6949999999999991]",47758.03929272446
1705,"[2.016999999999999, 0.307, 0.41599999999999904, -0.49099999999999905, -0.8, 3884.0, 2458.0, 8.919999999999998, 6.58, 0.5919999999999991]",331144.6625240507
1706,"[2.662999999999999, 0.307, 3.988999999999999, 0.8459999999999991, -0.8, 3120.0, 1729.0, 8.4, 3.2, 0.663]",719172.6008166221
1707,"[1.193, 0.307, 4.371, 0.008, -0.8, 4944.0, 2717.0, 9.78, 9.15, 0.527]",77117.62093868406
1708,"[-0.151, 0.307, 1.21, -0.168, -0.8, 4115.0, 1829.0, 6.91, 4.28, 0.671]",1320348.8409315536
