,prm,res
6757,"[-0.322, 0.307, -0.189, -0.267, -0.8, 4482.0, 1913.0, 2.129999999999999, 3.08, 0.5859999999999991]",80.70198630210474
6758,"[-0.321, 0.307, -0.167, -0.265, -0.8, 4481.0, 1913.0, 2.14, 3.08, 0.5859999999999991]",80.89094278314431
6759,"[-0.317, 0.307, -0.168, -0.265, -0.8, 4481.0, 1913.0, 2.129999999999999, 3.109999999999999, 0.5859999999999991]",95.91287245533722
6760,"[-0.323, 0.307, -0.171, -0.265, -0.8, 4480.0, 1913.0, 2.129999999999999, 3.08, 0.5859999999999991]",81.20030299936909
6761,"[-0.324, 0.307, -0.169, -0.264, -0.8, 4481.0, 1913.0, 2.14, 3.08, 0.5859999999999991]",80.96570607085285
6762,"[-0.324, 0.307, -0.171, -0.267, -0.8, 4481.0, 1913.0, 2.129999999999999, 3.08, 0.5859999999999991]",81.14905501255802
6763,"[-0.324, 0.307, -0.16, -0.268, -0.8, 4482.0, 1911.0, 2.129999999999999, 3.08, 0.5859999999999991]",81.57543507372361
6764,"[-0.321, 0.307, -0.171, -0.266, -0.8, 4481.0, 1913.0, 2.14, 3.08, 0.5859999999999991]",80.76299622866702
6765,"[-0.325, 0.307, -0.20499999999999902, -0.268, -0.8, 4481.0, 1913.0, 2.129999999999999, 3.08, 0.5859999999999991]",80.71924641127892
6766,"[-0.325, 0.307, -0.17399999999999902, -0.268, -0.8, 4481.0, 1913.0, 2.129999999999999, 3.08, 0.5859999999999991]",81.079133784732
6767,"[-0.32, 0.307, -0.19, -0.266, -0.8, 4482.0, 1906.0, 2.129999999999999, 3.08, 0.5859999999999991]",80.71196025476631
6768,"[-0.323, 0.307, -0.17199999999999901, -0.27, -0.8, 4484.0, 1914.0, 2.14, 3.08, 0.5859999999999991]",80.56175198956959
6769,"[-0.32, 0.307, -0.17499999999999902, -0.266, -0.8, 4481.0, 1905.0, 2.129999999999999, 3.08, 0.5859999999999991]",81.27264372110214
6770,"[-0.322, 0.307, -0.17199999999999901, -0.266, -0.8, 4482.0, 1913.0, 2.129999999999999, 3.069999999999999, 0.5859999999999991]",83.96186683381016
6771,"[-0.32, 0.307, -0.17899999999999902, -0.265, -0.8, 4484.0, 1913.0, 2.129999999999999, 3.06, 0.5859999999999991]",89.77607766850343
6772,"[-0.321, 0.307, -0.18099999999999902, -0.265, -0.8, 4482.0, 1913.0, 2.16, 3.069999999999999, 0.5859999999999991]",82.79616535602526
6773,"[-0.322, 0.307, -0.17299999999999902, -0.265, -0.8, 4481.0, 1913.0, 2.129999999999999, 2.839999999999999, 0.5859999999999991]",1277.5866888226155
6774,"[-0.323, 0.307, -0.17599999999999902, -0.271, -0.8, 4484.0, 1913.0, 2.14, 3.08, 0.5859999999999991]",80.42343219302833
6775,"[-0.321, 0.307, -0.17599999999999902, -0.265, -0.8, 4481.0, 1913.0, 2.129999999999999, 2.93, 0.5859999999999991]",549.4742981190577
6776,"[-0.324, 0.307, -0.17399999999999902, -0.269, -0.8, 4467.0, 1913.0, 2.129999999999999, 3.08, 0.5859999999999991]",82.48606546233461
6777,"[-0.325, 0.307, -0.17, -0.266, -0.8, 4481.0, 1913.0, 2.129999999999999, 3.08, 0.5859999999999991]",81.19292766878668
6778,"[-0.32, 0.307, -0.17199999999999901, -0.265, -0.8, 4502.0, 1913.0, 2.129999999999999, 3.06, 0.5859999999999991]",86.11351061946527
6779,"[-0.32, 0.307, -0.17299999999999902, -0.264, -0.8, 4480.0, 1913.0, 2.12, 3.08, 0.5859999999999991]",83.18293150681524
6780,"[-0.322, 0.307, -0.17799999999999902, -0.266, -0.8, 4481.0, 1913.0, 2.129999999999999, 3.069999999999999, 0.5959999999999991]",3859.6070635200895
6781,"[-0.321, 0.307, -0.17199999999999901, -0.266, -0.8, 4482.0, 1913.0, 2.129999999999999, 3.04, 0.5859999999999991]",116.7599853780406
6782,"[-0.322, 0.307, -0.225, -0.267, -0.8, 4482.0, 1913.0, 2.129999999999999, 3.08, 0.5859999999999991]",80.9565749034771
6783,"[-0.32, 0.307, -0.17999999999999902, -0.265, -0.8, 4482.0, 1910.0, 2.129999999999999, 3.08, 0.5859999999999991]",80.87356237024714
6784,"[-0.324, 0.307, -0.17299999999999902, -0.266, -0.8, 4481.0, 1903.0, 2.129999999999999, 3.08, 0.5859999999999991]",81.49615712432795
6785,"[-0.323, 0.307, -0.17199999999999901, -0.23699999999999902, -0.8, 4482.0, 1913.0, 2.129999999999999, 3.069999999999999, 0.5859999999999991]",84.00066917311887
6786,"[-0.322, 0.307, -0.17699999999999902, -0.265, -0.8, 4481.0, 1913.0, 2.129999999999999, 3.08, 0.5859999999999991]",80.9780005202156
6787,"[-0.323, 0.307, -0.169, -0.268, -0.8, 4484.0, 1913.0, 2.14, 3.08, 0.5859999999999991]",80.70008600081216
6788,"[-0.32, 0.307, -0.17799999999999902, -0.266, -0.8, 4481.0, 1905.0, 2.129999999999999, 3.08, 0.5859999999999991]",81.15796738928603
6789,"[-0.324, 0.307, -0.17, -0.268, -0.8, 4481.0, 1912.0, 2.129999999999999, 3.08, 0.5859999999999991]",81.21844144477923
6790,"[-0.32, 0.307, -0.225, -0.267, -0.8, 4482.0, 1913.0, 2.129999999999999, 3.08, 0.5859999999999991]",80.87689982195226
6791,"[-0.325, 0.307, -0.171, -0.268, -0.8, 4480.0, 1913.0, 2.1, 3.08, 0.5859999999999991]",93.79226311606931
6792,"[-0.324, 0.307, -0.171, -0.266, -0.8, 4481.0, 1913.0, 2.129999999999999, 3.08, 0.5859999999999991]",81.15030236417692
6793,"[-0.321, 0.307, -0.187, -0.265, -0.8, 4481.0, 1913.0, 2.129999999999999, 3.089999999999999, 0.5859999999999991]",82.08387489490609
6794,"[-0.324, 0.307, -0.17199999999999901, -0.268, -0.8, 4481.0, 1913.0, 2.129999999999999, 3.08, 0.5859999999999991]",81.12150995128391
6795,"[-0.322, 0.307, -0.171, -0.266, -0.8, 4481.0, 1913.0, 2.129999999999999, 3.08, 0.5859999999999991]",81.12342422707432
6796,"[-0.323, 0.307, -0.171, -0.266, -0.8, 4480.0, 1913.0, 2.129999999999999, 3.08, 0.5859999999999991]",81.19874639957888
6797,"[-0.324, 0.307, -0.169, -0.268, -0.8, 4481.0, 1912.0, 2.129999999999999, 3.08, 0.5859999999999991]",81.252340473351
6798,"[-0.322, 0.307, -0.17599999999999902, -0.266, -0.8, 4475.0, 1913.0, 2.12, 3.08, 0.5859999999999991]",83.87241136294743
6799,"[-0.32, 0.307, -0.21199999999999902, -0.268, -0.8, 4481.0, 1910.0, 2.129999999999999, 3.08, 0.5859999999999991]",80.52022807429563
6800,"[-0.323, 0.307, -0.17299999999999902, -0.267, -0.8, 4482.0, 1913.0, 1.9500000000000002, 3.069999999999999, 0.5859999999999991]",441.4605216863364
6801,"[-0.324, 0.307, -0.169, -0.27, -0.8, 4483.0, 1912.0, 2.129999999999999, 3.08, 0.5859999999999991]",81.13846185625417
6802,"[-0.324, 0.307, -0.171, -0.276, -0.8, 4482.0, 1913.0, 2.129999999999999, 3.08, 0.5859999999999991]",81.22628731042288
6803,"[-0.321, 0.307, -0.17599999999999902, -0.27, -0.8, 4481.0, 1911.0, 2.129999999999999, 3.08, 0.5859999999999991]",81.0462679116276
6804,"[-0.325, 0.307, -0.171, -0.266, -0.8, 4481.0, 1913.0, 2.129999999999999, 3.08, 0.5859999999999991]",81.16473545860207
6805,"[-0.325, 0.307, -0.17399999999999902, -0.268, -0.8, 4481.0, 1913.0, 2.14, 3.08, 0.5859999999999991]",80.64744159093846
6806,"[-0.325, 0.307, -0.17299999999999902, -0.267, -0.8, 4487.0, 1913.0, 2.129999999999999, 3.08, 0.5859999999999991]",80.85786957101183
6807,"[-0.322, 0.307, -0.195, -0.267, -0.8, 4481.0, 1910.0, 2.129999999999999, 3.08, 0.5859999999999991]",80.66627752058456
6808,"[-0.323, 0.307, -0.17499999999999902, -0.251, -0.8, 4484.0, 1913.0, 2.14, 3.08, 0.5859999999999991]",82.44394427286481
6809,"[-0.323, 0.307, -0.17599999999999902, -0.272, -0.8, 4484.0, 1922.0, 2.14, 3.08, 0.5859999999999991]",80.75657062103008
6810,"[-0.325, 0.307, -0.17299999999999902, -0.269, -0.8, 4482.0, 1913.0, 2.129999999999999, 3.08, 0.5859999999999991]",81.04913523230398
6811,"[-0.322, 0.307, -0.17199999999999901, -0.268, -0.8, 4481.0, 1913.0, 2.129999999999999, 3.08, 0.5859999999999991]",81.09553061180073
6812,"[-0.321, 0.307, -0.17999999999999902, -0.265, -0.8, 4480.0, 1913.0, 2.12, 3.08, 0.5859999999999991]",82.97501490582357
6813,"[-0.312, 0.307, -0.17599999999999902, -0.267, -0.8, 4481.0, 1913.0, 2.129999999999999, 3.08, 0.5859999999999991]",80.86838281338734
6814,"[-0.323, 0.307, -0.17599999999999902, -0.27, -0.8, 4484.0, 1914.0, 2.189999999999999, 3.08, 0.5859999999999991]",106.2553072034062
6815,"[-0.325, 0.307, -0.202, -0.268, -0.8, 4481.0, 1913.0, 2.129999999999999, 3.08, 0.5859999999999991]",80.71194598494229
6816,"[-0.323, 0.307, -0.17399999999999902, -0.271, -0.8, 4483.0, 1913.0, 2.129999999999999, 3.08, 0.5859999999999991]",80.94034498846865
6817,"[-0.322, 0.307, -0.17199999999999901, -0.266, -0.8, 4482.0, 1000.0, 2.069999999999999, 3.08, 0.5859999999999991]",3767.316168214422
6818,"[-0.322, 0.307, -0.17299999999999902, -0.265, -0.8, 4481.0, 1910.0, 2.129999999999999, 3.08, 0.5859999999999991]",81.14957404973985
6819,"[-0.323, 0.307, -0.17199999999999901, -0.269, -0.8, 4481.0, 1913.0, 2.129999999999999, 3.06, 0.5859999999999991]",91.5709691691456
6820,"[-0.32, 0.307, -0.14899999999999902, -0.266, -0.8, 4482.0, 1906.0, 2.129999999999999, 3.08, 0.5859999999999991]",82.44183528260056
6821,"[-0.323, 0.307, -0.17299999999999902, -0.271, -0.8, 4482.0, 1913.0, 2.129999999999999, 3.08, 0.5859999999999991]",81.0341664099745
6822,"[-0.322, 0.307, -0.183, -0.27, -0.8, 4481.0, 1912.0, 2.129999999999999, 3.08, 0.5859999999999991]",80.82926093444331
6823,"[-0.324, 0.307, -0.171, -0.267, -0.8, 4481.0, 1913.0, 2.129999999999999, 3.049999999999999, 0.5859999999999991]",102.52771650953378
6824,"[-0.324, 0.307, -0.17199999999999901, -0.267, -0.8, 4481.0, 1913.0, 2.129999999999999, 3.06, 0.5859999999999991]",91.32818740865632
6825,"[-0.323, 0.307, -0.18099999999999902, -0.266, -0.8, 4481.0, 1904.0, 2.129999999999999, 3.08, 0.5859999999999991]",81.1280245507055
6826,"[-0.321, 0.307, -0.171, -0.266, -0.8, 4481.0, 1913.0, 2.129999999999999, 3.08, 0.5859999999999991]",81.11097935689077
6827,"[-0.324, 0.307, -0.167, -0.267, -0.8, 4481.0, 1912.0, 2.129999999999999, 3.069999999999999, 0.5859999999999991]",84.56551518327903
6828,"[-0.323, 0.307, -0.171, -0.266, -0.8, 4480.0, 1913.0, 2.129999999999999, 3.08, 0.5849999999999991]",136.7075656198562
6829,"[-0.324, 0.307, -0.17199999999999901, -0.267, -0.8, 4481.0, 1913.0, 2.129999999999999, 3.089999999999999, 0.5859999999999991]",82.00546918237762
6830,"[-0.324, 0.307, -0.17199999999999901, -0.266, -0.8, 4481.0, 1913.0, 2.129999999999999, 3.06, 0.5859999999999991]",91.20541074350827
6831,"[-0.323, 0.307, -0.17299999999999902, -0.269, -0.8, 4481.0, 1913.0, 2.129999999999999, 3.08, 0.5859999999999991]",81.08301484590851
6832,"[-0.324, 0.307, -0.171, -0.267, -0.8, 4481.0, 1913.0, 2.14, 3.08, 0.5859999999999991]",80.73561413724522
6833,"[-0.323, 0.307, -0.161, -0.27, -0.8, 4484.0, 1911.0, 2.14, 3.08, 0.5859999999999991]",80.72713142357759
6834,"[-0.322, 0.307, -0.182, -0.265, -0.8, 4480.0, 1913.0, 2.129999999999999, 3.08, 0.5859999999999991]",80.92578090196498
6835,"[-0.324, 0.307, -0.171, -0.268, -0.8, 4481.0, 1912.0, 2.129999999999999, 3.08, 0.5859999999999991]",81.1855488470889
6836,"[-0.324, 0.307, -0.17, -0.268, -0.8, 4481.0, 1916.0, 2.129999999999999, 3.08, 0.5859999999999991]",81.09811496983954
6837,"[-0.324, 0.307, -0.171, -0.264, -0.8, 4481.0, 1913.0, 2.14, 3.08, 0.5859999999999991]",80.9431469637667
6838,"[-0.325, 0.307, -0.17899999999999902, -0.269, -0.8, 5000.0, 1913.0, 2.129999999999999, 3.08, 0.5859999999999991]",773.2252947146725
6839,"[-0.324, 0.307, -0.171, -0.269, -0.8, 4482.0, 1912.0, 2.14, 3.08, 0.5859999999999991]",80.59171295709768
6840,"[-0.323, 0.307, -0.171, -0.266, -0.8, 4481.0, 1913.0, 2.129999999999999, 3.08, 0.5859999999999991]",81.13653192491377
6841,"[-0.325, 0.307, -0.17299999999999902, -0.268, -0.8, 4481.0, 1913.0, 2.129999999999999, 3.06, 0.5859999999999991]",91.40458985720073
6842,"[-0.324, 0.307, -0.17299999999999902, -0.27, -0.8, 4481.0, 1913.0, 2.129999999999999, 3.08, 0.5859999999999991]",81.10429833320697
6843,"[-0.323, 0.307, -0.17399999999999902, -0.268, -0.8, 4481.0, 1913.0, 2.14, 3.08, 0.5859999999999991]",80.61906641610412
6844,"[-0.324, 0.307, -0.168, -0.267, -0.8, 4481.0, 1912.0, 2.129999999999999, 3.069999999999999, 0.5859999999999991]",84.51220272534385
6845,"[-0.323, 0.307, -0.165, -0.271, -0.8, 4483.0, 1911.0, 2.129999999999999, 3.08, 0.5859999999999991]",81.34467893411384
6846,"[-0.322, 0.307, -0.182, -0.265, -0.8, 4480.0, 1913.0, 2.129999999999999, 3.149999999999999, 0.5859999999999991]",171.71784184607938
6847,"[-0.324, 0.307, -0.171, -0.266, -0.8, 4481.0, 1913.0, 2.129999999999999, 3.08, 0.5869999999999991]",111.62782253251363
6848,"[-0.324, 0.307, -0.171, -0.267, -0.8, 4480.0, 1912.0, 2.129999999999999, 3.08, 0.5859999999999991]",81.24680665391325
6849,"[-0.325, 0.307, -0.17999999999999902, -0.269, -0.8, 4482.0, 1913.0, 2.129999999999999, 3.06, 0.5859999999999991]",90.80822252982225
6850,"[-0.24099999999999902, 0.307, -0.171, -0.267, -0.8, 4481.0, 1913.0, 2.129999999999999, 3.08, 0.5859999999999991]",82.30849895986702
6851,"[-0.323, 0.307, -0.17199999999999901, -0.271, -0.8, 4484.0, 1911.0, 2.14, 3.08, 0.5859999999999991]",80.43199743251819
6852,"[-0.322, 0.307, -0.17699999999999902, -0.268, -0.8, 4481.0, 1913.0, 2.129999999999999, 3.08, 0.5859999999999991]",80.95461335206211
6853,"[-0.325, 0.307, -0.17399999999999902, -0.268, -0.8, 4486.0, 1913.0, 2.129999999999999, 3.08, 0.5859999999999991]",80.84938791941849
6854,"[-0.322, 0.307, -0.17899999999999902, -0.265, -0.8, 4480.0, 1913.0, 2.12, 3.08, 0.5859999999999991]",83.02818930897614
6855,"[-0.324, 0.307, -0.17199999999999901, -0.267, -0.8, 4481.0, 1913.0, 2.129999999999999, 3.149999999999999, 0.5859999999999991]",170.47748692595556
6856,"[-0.314, 0.307, -0.17799999999999902, -0.268, -0.8, 4470.0, 1912.0, 2.129999999999999, 3.08, 0.5859999999999991]",81.93684313697442
6857,"[-0.323, 0.307, -0.17599999999999902, -0.271, -0.8, 4483.0, 1913.0, 2.129999999999999, 3.08, 0.5859999999999991]",80.88406899564653
6858,"[-0.322, 0.307, -0.182, -0.265, -0.8, 4480.0, 1913.0, 2.129999999999999, 3.08, 0.5869999999999991]",112.53040974023729
6859,"[-0.325, 0.307, -0.17299999999999902, -0.269, -0.8, 4483.0, 1913.0, 2.129999999999999, 3.08, 0.5859999999999991]",80.99328991876976
6860,"[-0.325, 0.307, -0.20499999999999902, -0.35699999999999904, -0.8, 4481.0, 1913.0, 2.129999999999999, 3.08, 0.5859999999999991]",92.73132376445933
6861,"[-0.323, 0.307, -0.17299999999999902, -0.269, -0.8, 4483.0, 1913.0, 2.129999999999999, 3.08, 0.5859999999999991]",80.96170564316218
6862,"[-0.324, 0.307, -0.17299999999999902, -0.27, -0.8, 4481.0, 1914.0, 2.129999999999999, 3.08, 0.5859999999999991]",81.07067607350906
6863,"[-0.322, 0.307, -0.20699999999999902, -0.268, -0.8, 4481.0, 1910.0, 2.129999999999999, 3.08, 0.5859999999999991]",80.57029409995238
6864,"[-0.321, 0.307, -0.187, -0.219, -0.8, 4481.0, 1749.0, 2.109999999999999, 3.08, 0.5859999999999991]",126.67333407517368
6865,"[-0.325, 0.307, -0.17499999999999902, -0.27, -0.8, 4481.0, 1912.0, 2.129999999999999, 3.08, 0.5859999999999991]",81.09165529059587
6866,"[-0.321, 0.307, -0.193, -0.267, -0.8, 4481.0, 1911.0, 2.129999999999999, 3.08, 0.5859999999999991]",80.66758572858261
6867,"[-0.323, 0.307, -0.48399999999999904, -0.276, -0.8, 4482.0, 1913.0, 2.129999999999999, 3.08, 0.5859999999999991]",118.51361013020417
6868,"[-0.324, 0.307, -0.17199999999999901, -0.266, -0.8, 4481.0, 1912.0, 2.129999999999999, 3.08, 0.5859999999999991]",81.14796209096818
6869,"[-0.324, 0.307, -0.17299999999999902, -0.258, -0.8, 4482.0, 1906.0, 2.129999999999999, 3.08, 0.5859999999999991]",81.26845565103376
6870,"[-0.325, 0.307, -0.17399999999999902, -0.268, -0.8, 4489.0, 1913.0, 2.129999999999999, 3.08, 0.5859999999999991]",80.77622798885682
6871,"[-0.321, 0.307, -0.17799999999999902, -0.266, -0.8, 4481.0, 1906.0, 2.129999999999999, 3.08, 0.5859999999999991]",81.1249851676104
6872,"[-0.321, 0.307, -0.215, -0.268, -0.8, 4481.0, 1911.0, 2.129999999999999, 3.08, 0.5859999999999991]",80.59690901078812
6873,"[-0.323, 0.307, -0.17599999999999902, -0.269, -0.8, 4484.0, 1922.0, 2.14, 3.08, 0.5859999999999991]",81.04286252618432
6874,"[-0.325, 0.307, -0.17, -0.269, -0.8, 4481.0, 1912.0, 2.129999999999999, 3.08, 0.5859999999999991]",81.24143996517168
6875,"[-0.323, 0.307, -0.16, -0.267, -0.8, 4483.0, 1913.0, 2.129999999999999, 3.08, 0.5859999999999991]",81.38090402550924
6876,"[-0.324, 0.307, -0.125, -0.267, -0.8, 4481.0, 1913.0, 2.129999999999999, 3.089999999999999, 0.5859999999999991]",83.5718705612263
6877,"[-0.324, 0.307, -0.168, -0.261, -0.8, 4481.0, 1912.0, 2.129999999999999, 3.069999999999999, 0.5859999999999991]",84.15957162109852
6878,"[-0.324, 0.307, -0.17, -0.267, -0.8, 4481.0, 1912.0, 2.129999999999999, 3.069999999999999, 0.5859999999999991]",84.4085940645519
6879,"[-0.321, 0.307, -0.171, -0.266, -0.8, 4481.0, 1913.0, 2.129999999999999, 3.08, 0.5849999999999991]",136.07964938518285
6880,"[-0.323, 0.307, -0.17199999999999901, -0.24299999999999902, -0.8, 4481.0, 1913.0, 2.1, 3.069999999999999, 0.5859999999999991]",97.33341439416418
6881,"[-0.317, 0.307, -0.17399999999999902, -0.266, -0.8, 4478.0, 1912.0, 2.12, 3.08, 0.5859999999999991]",83.58426177628782
6882,"[-0.322, 0.307, -0.17299999999999902, -0.265, -0.8, 4481.0, 1906.0, 2.129999999999999, 3.08, 0.5859999999999991]",81.3016427486062
6883,"[-0.322, 0.307, -0.199, -0.268, -0.8, 4481.0, 1906.0, 2.129999999999999, 3.08, 0.5859999999999991]",80.62427115177194
6884,"[-0.322, 0.307, -0.17399999999999902, -0.27, -0.8, 4481.0, 1903.0, 2.129999999999999, 3.08, 0.5859999999999991]",81.5806817702918
6885,"[-0.341, 0.307, -0.17399999999999902, -0.268, -0.8, 4485.0, 1913.0, 2.129999999999999, 3.08, 0.5859999999999991]",81.28199593271046
6886,"[-0.278, 0.307, -0.163, -0.268, -0.8, 4481.0, 1914.0, 2.129999999999999, 3.08, 0.5859999999999991]",81.63744704416081
6887,"[-0.322, 0.307, -0.17399999999999902, -0.27, -0.8, 4481.0, 1903.0, 2.129999999999999, 3.08, 0.5849999999999991]",141.49579746617388
6888,"[-0.325, 0.307, -0.17299999999999902, -0.269, -0.8, 4483.0, 1910.0, 2.129999999999999, 3.24, 0.5859999999999991]",565.7760375148621
6889,"[-0.324, 0.307, -0.171, -0.268, -0.8, 4481.0, 1912.0, 2.129999999999999, 3.069999999999999, 0.5859999999999991]",84.42693028239171
6890,"[-0.29799999999999904, 0.307, -0.171, -0.269, -0.8, 4482.0, 1915.0, 2.14, 3.439999999999999, 0.5859999999999991]",2611.72068189589
6891,"[-0.35499999999999904, 0.307, -0.167, -0.271, -0.8, 4483.0, 1911.0, 2.129999999999999, 3.08, 0.5859999999999991]",81.91477488642496
6892,"[-0.325, 0.307, -0.17499999999999902, -0.27, -0.8, 4485.0, 1898.0, 2.319999999999999, 3.08, 0.5859999999999991]",366.4254352504424
6893,"[-0.323, 0.307, -0.17299999999999902, -0.269, -0.8, 4483.0, 1913.0, 2.14, 3.08, 0.5859999999999991]",80.57547429501126
6894,"[-0.324, 0.307, -0.17299999999999902, -0.27, -0.8, 4481.0, 2066.0, 2.129999999999999, 3.06, 0.5859999999999991]",112.01548579265129
6895,"[-0.325, 0.307, -0.17399999999999902, -0.268, -0.8, 4488.0, 1913.0, 2.129999999999999, 3.08, 0.5859999999999991]",80.79522433218479
6896,"[-0.323, 0.307, -0.17399999999999902, -0.268, -0.8, 4481.0, 1911.0, 2.129999999999999, 3.549999999999999, 0.5859999999999991]",4231.836026229856
6897,"[-0.325, 0.307, -0.17899999999999902, -0.269, -0.8, 4481.0, 1913.0, 2.129999999999999, 3.06, 0.5859999999999991]",91.1520878045373
6898,"[-0.325, 0.307, -0.17799999999999902, -0.269, -0.8, 4488.0, 1913.0, 2.129999999999999, 3.069999999999999, 0.5859999999999991]",83.01450822174064
6899,"[-0.318, 0.307, -0.17699999999999902, -0.268, -0.8, 4481.0, 1913.0, 2.129999999999999, 3.08, 0.5859999999999991]",80.9005257099223
6900,"[-0.324, 0.307, -0.17299999999999902, -0.271, -0.8, 4539.0, 1913.0, 2.12, 3.08, 0.5859999999999991]",84.91429617669074
6901,"[-0.322, 0.307, -0.184, -0.267, -0.8, 4481.0, 1912.0, 2.129999999999999, 3.08, 0.5859999999999991]",80.82203567026076
6902,"[-0.325, 0.307, -0.17999999999999902, -0.269, -0.8, 4482.0, 1913.0, 2.41, 3.08, 0.5859999999999991]",743.9129599399395
6903,"[-0.323, 0.307, -0.17199999999999901, -0.267, -0.8, 4481.0, 1913.0, 2.129999999999999, 3.08, 0.5859999999999991]",81.10631560653331
6904,"[-0.324, 0.307, 0.07599999999999901, -0.27, -0.8, 4485.0, 1911.0, 2.129999999999999, 3.08, 0.5859999999999991]",119.68705093511393
6905,"[-0.325, 0.307, -0.17, -0.269, -0.8, 4481.0, 1912.0, 2.129999999999999, 3.04, 0.5859999999999991]",118.57888352575871
6906,"[-0.323, 0.307, -0.194, -0.268, -0.8, 4481.0, 1907.0, 2.129999999999999, 3.08, 0.5959999999999991]",4033.4346366858913
6907,"[-0.324, 0.307, -0.17299999999999902, -0.268, -0.8, 4481.0, 1912.0, 2.129999999999999, 3.08, 0.5859999999999991]",81.12278240574842
6908,"[-0.325, 0.307, -0.17, -0.269, -0.8, 4481.0, 1913.0, 2.129999999999999, 3.54, 0.5859999999999991]",4057.8194101049226
6909,"[-0.323, 0.307, -0.17699999999999902, -0.27, -0.8, 4481.0, 1913.0, 2.129999999999999, 3.08, 0.5859999999999991]",80.97270690748101
6910,"[-0.324, 0.307, -0.17499999999999902, -0.267, -0.8, 4481.0, 1912.0, 2.129999999999999, 3.08, 0.5919999999999991]",1502.2051304065162
6911,"[-0.322, 0.307, -0.17699999999999902, -0.268, -0.8, 4481.0, 1916.0, 2.129999999999999, 3.08, 0.5859999999999991]",80.90120596423675
6912,"[-0.324, 0.307, -0.17399999999999902, -0.27, -0.8, 4493.0, 1913.0, 2.129999999999999, 3.08, 0.5859999999999991]",80.66143401492536
6913,"[-0.325, 0.307, -0.171, -0.269, -0.8, 4481.0, 1914.0, 2.129999999999999, 3.08, 0.5859999999999991]",81.13833631945225
6914,"[-0.324, 0.307, -0.17199999999999901, -0.266, -0.8, 4481.0, 1931.0, 2.609999999999999, 3.08, 0.5859999999999991]",2087.327642424465
6915,"[-0.325, 0.307, -0.17499999999999902, -0.27, -0.8, 4481.0, 1912.0, 2.149999999999999, 3.08, 0.5859999999999991]",81.70733245516838
6916,"[-0.324, 0.307, -0.17499999999999902, -0.272, -0.8, 4483.0, 1912.0, 2.14, 3.08, 0.5979999999999991]",5876.130067719977
6917,"[-0.324, 0.307, -0.171, -0.267, -0.8, 4480.0, 1912.0, 2.169999999999999, 3.069999999999999, 0.5859999999999991]",85.33756659675376
6918,"[-0.20699999999999902, 0.307, -0.17299999999999902, -0.275, -0.8, 4481.0, 1913.0, 2.129999999999999, 3.08, 0.5859999999999991]",84.49678072444647
6919,"[-0.324, 0.307, -0.171, -0.268, -0.8, 4481.0, 1914.0, 2.129999999999999, 3.08, 0.5859999999999991]",81.12149520798827
6920,"[-0.322, 0.307, -0.17699999999999902, -0.268, -0.8, 4481.0, 1913.0, 2.129999999999999, 3.31, 0.5859999999999991]",1089.0592584646079
6921,"[-0.317, 0.307, -0.17499999999999902, -0.267, -0.8, 4476.0, 1912.0, 2.12, 3.08, 0.5859999999999991]",83.90883293664035
6922,"[-0.272, 0.307, -0.182, -0.269, -0.8, 4481.0, 1911.0, 2.129999999999999, 3.08, 0.5859999999999991]",80.93100782565483
6923,"[-0.322, 0.307, -0.17699999999999902, -0.266, -0.8, 4481.0, 1913.0, 2.129999999999999, 3.08, 0.5859999999999991]",80.96631394331052
6924,"[-0.324, 0.307, -0.168, -0.203, -0.8, 4481.0, 1912.0, 2.149999999999999, 3.069999999999999, 0.5859999999999991]",92.93354012018553
6925,"[-0.322, 0.307, -0.194, -0.267, -0.8, 4480.0, 1908.0, 2.12, 3.08, 0.5859999999999991]",82.95909010522085
6926,"[-0.309, 0.307, -0.17299999999999902, -0.27, -0.8, 4481.0, 1913.0, 2.129999999999999, 3.06, 0.5919999999999991]",1286.602248507206
6927,"[-0.325, 0.307, -0.17299999999999902, -0.268, -0.8, 4481.0, 1913.0, 2.129999999999999, 3.129999999999999, 0.5859999999999991]",124.98627183116315
6928,"[-0.322, 0.307, -0.17299999999999902, -0.268, -0.8, 4472.0, 1912.0, 2.129999999999999, 3.08, 0.5979999999999991]",5675.9368466967835
6929,"[-0.324, 0.307, -0.171, -0.261, -0.8, 4480.0, 1912.0, 2.129999999999999, 3.08, 0.5859999999999991]",81.27364292518445
6930,"[-0.322, 0.307, -0.171, -0.266, -0.8, 4501.0, 1913.0, 2.129999999999999, 3.08, 0.5849999999999991]",124.18854667726335
6931,"[-0.322, 0.307, -0.199, -0.268, -0.8, 4481.0, 1910.0, 2.129999999999999, 3.08, 0.5859999999999991]",80.60740854486035
6932,"[-0.325, 0.307, -0.17299999999999902, -0.269, -0.8, 4483.0, 1913.0, 2.129999999999999, 3.14, 0.5859999999999991]",146.50987297159855
6933,"[-0.325, 0.307, -0.17299999999999902, -0.269, -0.8, 4485.0, 1912.0, 2.129999999999999, 3.06, 0.5859999999999991]",90.52518222794197
6934,"[-0.08999999999999901, 0.307, -0.17599999999999902, -0.268, -0.8, 4481.0, 1903.0, 2.129999999999999, 3.08, 0.5859999999999991]",97.71331052676338
6935,"[-0.23, 0.307, -0.17599999999999902, -0.274, -0.8, 4481.0, 1912.0, 2.129999999999999, 3.08, 0.5859999999999991]",82.91803478943896
